Марка,Модель,Годы выпуска,Номер кузова,Объём двигателя (L),Вид топлива,Мощность (ps),Ёмкость батареи (kWh)
Nissan,Note II,2012–2020,E12,1.2 L,Бензин,98,
Nissan,Note III,2020–н.в.,E13,1.2 L,Гибрид,130,1.5
Nissan,Micra K10,1982–1992,K10,1.0 L,Бензин,54,
Nissan,Micra K11,1992–2002,K11,1.3 L,Бензин,75,
Nissan,Micra K12,2002–2010,K12,1.4 L,Бензин,88,
Nissan,Micra K13,2010–2017,K13,1.2 L,Бензин,80,
Nissan,Micra K14,2017–н.в.,K14,0.9 L,Бензин,90,
Nissan,Cube Z10,1998–2002,Z10,1.3 L,Бензин,85,
Nissan,Cube Z11,2002–2008,Z11,1.4 L,Бензин,98,
Nissan,Cube Z12,2008–2019,Z12,1.5 L,Бензин,109,
Nissan,Juke I,2010–2019,F15,1.6 L,Бензин,197,
Nissan,Juke II,2019–н.в.,F16,1.0 L,Бензин,117,
Nissan,Kicks I,2016–2023,P15,1.6 L,Бензин,122,
Nissan,Kicks II,2023–н.в.,P16,1.6 L,Бензин,122,
Nissan,Murano I,2002–2007,Z50,3.5 L,Бензин,245,
Nissan,Murano II,2007–2014,Z51,3.5 L,Бензин,260,
Nissan,Murano III,2014–2023,Z52,3.5 L,Бензин,260,
Nissan,Murano IV,2023–н.в.,Z53,3.5 L,Бензин,260,
Nissan,Armada I,2004–2016,TA60,5.6 L,Бензин,317,
Nissan,Armada II,2016–н.в.,TA60,5.6 L,Бензин,400,
Nissan,Titan I,2004–2015,A60,5.6 L,Бензин,317,
Nissan,Titan II,2015–н.в.,A60,5.6 L,Бензин,400,
Nissan,Fairlady Z (S30),1969–1978,S30,2.4 L,Бензин,151,
Nissan,Cedric I,1960–1971,,2.0 L,Бензин,100,
Nissan,Cedric II,1971–1975,,2.4 L,Бензин,120,
Nissan,Cedric III,1975–1979,,2.8 L,Бензин,140,
Nissan,Cedric IV,1979–1983,,3.0 L,Бензин,160,
Nissan,Cedric V,1983–1987,,3.0 L,Бензин,180,
Nissan,Cedric VI,1987–1991,,3.0 L,Бензин,200,
Nissan,Cedric VII,1991–1995,,3.0 L,Бензин,210,
Nissan,Cedric VIII,1995–1999,,3.0 L,Бензин,220,
Nissan,Cedric IX,1999–2004,,3.0 L,Бензин,230,
Nissan,Gloria,1959–2004,,3.0 L,Бензин,230,
Nissan,Laurel,1968–2002,,2.8 L,Бензин,180,
Nissan,President,1965–2010,,4.5 L,Бензин,280,
Nissan,Cima,1988–2010,,4.5 L,Бензин,300,
Nissan,Teana I,2003–2008,J31,3.5 L,Бензин,255,
Nissan,Teana II,2008–2013,J32,3.5 L,Бензин,258,
Nissan,Teana III,2013–2020,J33,2.5 L,Бензин,182,
Nissan,Bluebird I,1957–1963,,1.2 L,Бензин,60,
Nissan,Bluebird II,1963–1967,,1.6 L,Бензин,90,
Nissan,Bluebird III,1967–1971,,1.8 L,Бензин,100,
Nissan,Bluebird IV,1971–1976,,2.0 L,Бензин,110,
Nissan,Bluebird V,1976–1979,,2.0 L,Бензин,120,
Nissan,Bluebird VI,1979–1983,,2.0 L,Бензин,130,
Nissan,Bluebird VII,1983–1987,,2.0 L,Бензин,140,
Nissan,Bluebird VIII,1987–1992,,2.0 L,Бензин,150,
Nissan,Bluebird IX,1992–1997,,2.0 L,Бензин,150,
Nissan,Bluebird Sylphy I,1998–2005,G10,1.8 L,Бензин,125,
Nissan,Bluebird Sylphy II,2005–2012,G11,2.0 L,Бензин,143,
Nissan,Sylphy III,2012–2018,B17,1.8 L,Бензин,124,
Nissan,Sylphy IV,2018–н.в.,B18,1.6 L,Бензин,122,
Nissan,Primera I,1990–1996,P10,2.0 L,Бензин,150,
Nissan,Primera II,1996–2002,P11,2.0 L,Бензин,150,
Nissan,Primera III,2002–2007,P12,2.0 L,Бензин,150,
Nissan,Almera I,1995–2000,N15,1.6 L,Бензин,105,
Nissan,Almera II,2000–2006,N16,1.8 L,Бензин,115,
Nissan,Almera III,2010–2015,N17,1.6 L,Бензин,109,
Nissan,Almera IV,2015–н.в.,N18,1.6 L,Бензин,110,
Nissan,Tiida I,2004–2011,C11,1.6 L,Бензин,110,
Nissan,Tiida II,2011–2019,C12,1.6 L,Бензин,110,
Nissan,Versa I,2006–2011,N17,1.6 L,Бензин,109,
Nissan,Versa II,2011–2019,N17,1.6 L,Бензин,109,
Nissan,Versa III,2019–н.в.,N18,1.6 L,Бензин,122,
Nissan,March K10,1982–1992,K10,1.0 L,Бензин,54,
Nissan,March K11,1992–2002,K11,1.3 L,Бензин,75,
Nissan,March K12,2002–2010,K12,1.4 L,Бензин,88,
Nissan,March K13,2010–2017,K13,1.2 L,Бензин,80,
Nissan,March K14,2017–н.в.,K14,0.9 L,Бензин,90,
Nissan,Pulsar I,1978–1982,N10,1.4 L,Бензин,75,
Nissan,Pulsar II,1982–1986,N12,1.6 L,Бензин,90,
Nissan,Pulsar III,1986–1990,N13,1.6 L,Бензин,100,
Nissan,Pulsar IV,1990–1995,N14,1.6 L,Бензин,110,
Nissan,Pulsar V,1995–2000,N15,1.8 L,Бензин,125,
Nissan,Pulsar VI,2014–2018,C13,1.6 L,Бензин,115,
Nissan,GT-R R32,1989–1994,BNR32,2.6 L,Бензин,280,
Nissan,GT-R R33,1995–1998,BCNR33,2.6 L,Бензин,280,
Nissan,GT-R R34,1999–2002,BNR34,2.6 L,Бензин,280,
Nissan,GT-R R35,2007–н.в.,R35,3.8 L,Бензин,572,
Subaru,360,1958–1971,,0.4 L,Бензин,25,
Subaru,1000,1966–1969,,1.0 L,Бензин,60,
Subaru,Leone I,1971–1979,,1.2 L,Бензин,67,
Subaru,Leone II,1979–1984,,1.8 L,Бензин,90,
Subaru,Leone III,1984–1994,,1.8 L,Бензин,100,
Subaru,Legacy I,1989–1993,BC/BF,2.2 L,Бензин,132,
Subaru,Legacy II,1993–1999,BD/BG,2.5 L,Бензин,165,
Subaru,Legacy III,1998–2003,BE/BH,3.0 L,Бензин,212,
Subaru,Legacy IV,2003–2009,BL/BP,3.0 L,Бензин,250,
Subaru,Legacy V,2009–2014,BM/BR,2.5 L,Бензин,173,
Subaru,Legacy VI,2014–2019,BN/BS,2.5 L,Бензин,175,
Subaru,Legacy VII,2019–н.в.,BM/BS,2.5 L,Бензин,182,
Subaru,Impreza I,1992–1996,GC/GF,2.2 L,Бензин,137,
Subaru,Impreza II,1996–2000,GC/GF/GM,2.5 L,Бензин,150,
Subaru,Impreza III,2000–2007,GE/GH,2.5 L,Бензин,173,
Subaru,Impreza IV,2007–2011,GE/GH,2.5 L,Бензин,173,
Subaru,Impreza V,2011–2016,GJ/GP,2.0 L,Бензин,148,
Subaru,Impreza VI,2016–н.в.,GK/GP,2.0 L,Бензин,152,
Subaru,Impreza WRX STI (GC),1994–2000,GC,2.0 L,Бензин,280,
Subaru,Impreza WRX STI (GD),2000–2007,GD,2.0 L,Бензин,300,
Subaru,Impreza WRX STI (GR),2007–2014,GR,2.5 L,Бензин,305,
Subaru,Impreza WRX STI (VA),2014–2021,VA,2.5 L,Бензин,310,
Subaru,Forester I,1997–2002,SF/SG,2.5 L,Бензин,165,
Subaru,Forester II,2002–2008,SJ/SG,2.5 L,Бензин,173,
Subaru,Forester III,2008–2013,SH/SJ,2.5 L,Бензин,170,
Subaru,Forester IV,2013–2018,SJ,2.5 L,Бензин,170,
Subaru,Forester V,2018–н.в.,SK,2.5 L,Бензин,182,
Subaru,Outback I,1994–1999,BG,2.5 L,Бензин,165,
Subaru,Outback II,1999–2004,BE/BH,3.0 L,Бензин,212,
Subaru,Outback III,2004–2009,BL/BP,3.0 L,Бензин,250,
Subaru,Outback IV,2009–2014,BM/BR,3.6 L,Бензин,256,
Subaru,Outback V,2014–2019,BN/BS,2.5 L,Бензин,175,
Subaru,Outback VI,2019–н.в.,BM/BS,2.5 L,Бензин,182,
Subaru,Outback Wilderness,2021–н.в.,BM/BS,2.4 L,Бензин,260,
Subaru,WRX I,2014–2021,VA,2.0 L,Бензин,268,
Subaru,WRX II,2021–н.в.,VB,2.4 L,Бензин,271,
Subaru,BRZ ZC6,2012–2020,ZC6,2.0 L,Бензин,200,
Subaru,BRZ ZD8,2021–н.в.,ZD8,2.4 L,Бензин,228,
Subaru,Solterra,2022–н.в.,,0.0 L,Электро,215,72.8
Subaru,XV/Crosstrek I,2011–2017,GP,2.0 L,Бензин,148,
Subaru,XV/Crosstrek II,2017–2021,GT,2.0 L,Бензин,152,
Subaru,XV/Crosstrek III,2021–н.в.,GT,2.5 L,Бензин,182,
Subaru,Tribeca,2005–2014,B9,3.6 L,Бензин,256,
Subaru,Justy I,1984–1994,KC/KD,1.0 L,Бензин,60,
Subaru,Justy II,1994–2003,EK,1.3 L,Бензин,85,
Subaru,Dex,2008–2011,,1.3 L,Бензин,90,
Subaru,Pleo,1998–н.в.,,0.7 L,Бензин,54,
Subaru,R1,2005–2010,,0.7 L,Бензин,54,
Subaru,R2,2003–2010,,0.7 L,Бензин,54,
Subaru,Stella,2006–2011,,0.7 L,Бензин,54,
Subaru,Sambar,1961–н.в.,,0.7 L,Бензин,54,
Subaru,Dias Wagon,1998–н.в.,,0.7 L,Бензин,54,
Subaru,Baja,2002–2006,BE,2.5 L,Бензин,165,
Subaru,Exiga,2008–2018,YA,2.0 L,Бензин,148,
Suzuki,Suzulight,1955–1968,,0.4 L,Бензин,21,
Suzuki,Fronte,1962–1989,,0.4 L,Бензин,28,
Suzuki,Alto I,1979–1984,SS30/40,0.5 L,Бензин,31,
Suzuki,Alto II,1984–1988,CA71/72,0.6 L,Бензин,40,
Suzuki,Alto III,1988–1994,CL/CM,0.6 L,Бензин,44,
Suzuki,Alto IV,1994–1998,HA11/12,0.7 L,Бензин,54,
Suzuki,Alto V,1998–2004,HA12/22,0.7 L,Бензин,54,
Suzuki,Alto VI,2004–2009,HA24/25,0.7 L,Бензин,54,
Suzuki,Alto VII,2009–2014,HA25/35,0.7 L,Бензин,54,
Suzuki,Alto VIII,2014–н.в.,HA36,0.7 L,Бензин,54,
Suzuki,Cervo I,1977–1982,SS30/40,0.5 L,Бензин,31,
Suzuki,Cervo II,1982–1988,CA71/72,0.6 L,Бензин,40,
Suzuki,Cervo III,1988–1990,CL/CM,0.6 L,Бензин,44,
Suzuki,Cervo IV,1990–1998,CG/CH,0.7 L,Бензин,54,
Suzuki,Cervo V,1998–2006,HA11/12,0.7 L,Бензин,54,
Suzuki,Cervo VI,2006–2009,HA24/25,0.7 L,Бензин,54,
Suzuki,Cervo VII,2009–2013,HA25/35,0.7 L,Бензин,54,
Suzuki,Cultus/Swift I,1983–1988,SA/AA,1.0 L,Бензин,60,
Suzuki,Cultus/Swift II,1988–1995,GA/GB,1.3 L,Бензин,75,
Suzuki,Cultus/Swift III,1995–2004,GH/GJ,1.3 L,Бензин,85,
Suzuki,Swift IV,2004–2010,MZ/MY,1.5 L,Бензин,102,
Suzuki,Swift V,2010–2017,AZ/AY,1.4 L,Бензин,94,
Suzuki,Swift VI,2017–н.в.,ZC/ZD,1.2 L,Бензин,83,
Suzuki,Swift Sport (ZC31S),2005–2011,ZC31S,1.6 L,Бензин,125,
Suzuki,Swift Sport (ZC32S),2011–2017,ZC32S,1.6 L,Бензин,136,
Suzuki,Swift Sport (ZC33S),2017–н.в.,ZC33S,1.4 L,Бензин,140,
Suzuki,Ignis I,2000–2006,HT/HS,1.3 L,Бензин,85,
Suzuki,Ignis II,2016–н.в.,MF/MH,1.2 L,Бензин,83,
Suzuki,Baleno I,1995–2002,EG/EA,1.6 L,Бензин,100,
Suzuki,Baleno II,2015–н.в.,MS/MY,1.4 L,Бензин,102,
Suzuki,Vitara I,1988–1998,ET/TA,1.6 L,Бензин,97,
Suzuki,Vitara II,1998–2005,TA/HT,2.0 L,Бензин,140,
Suzuki,Vitara III,2015–н.в.,LY/LZ,1.4 L,Бензин,140,
Suzuki,Grand Vitara I,1997–2005,FT/HT,2.5 L,Бензин,156,
Suzuki,Grand Vitara II,2005–2014,JT/JY,2.4 L,Бензин,166,
Suzuki,Grand Vitara III,2014–2019,JY,2.4 L,Бензин,166,
Suzuki,Jimny I,1970–1981,LJ10/LJ20,0.4 L,Бензин,28,
Suzuki,Jimny II,1981–1998,SJ30/SJ40,1.3 L,Бензин,80,
Suzuki,Jimny III,1998–2018,JB23/JB33,1.3 L,Бензин,85,
Suzuki,Jimny IV,2018–н.в.,JB64/JB74,1.5 L,Бензин,102,
Suzuki,SX4 I,2006–2013,YA/YB,1.6 L,Бензин,107,
Suzuki,SX4 S-Cross,2013–н.в.,MZ/MY,1.6 L,Бензин,120,
Suzuki,Kizashi,2009–2013,CV,2.4 L,Бензин,178,
Suzuki,Ertiga I,2012–2018,LA/LB,1.4 L,Бензин,95,
Suzuki,Ertiga II,2018–н.в.,MC/MD,1.5 L,Бензин,105,
Suzuki,XBee,2017–н.в.,,0.7 L,Бензин,54,
Suzuki,Spacia,2013–н.в.,MK/MR,0.7 L,Бензин,54,
Suzuki,Every,1985–н.в.,DA/DB,0.7 L,Бензин,54,
Suzuki,Carry,1961–н.в.,DA/DB,0.7 L,Бензин,54,
Suzuki,APV,2004–н.в.,,1.5 L,Бензин,102,
Suzuki,Eeco,2010–н.в.,,1.2 L,Бензин,75,
Suzuki,Ciaz,2014–н.в.,,1.4 L,Бензин,92,
Suzuki,Brezza,2016–н.в.,,1.5 L,Бензин,103,
Suzuki,Across,2020–н.в.,,2.5 L,Гибрид,241,18.1
Toyota,Toyopet SA,1947–1952,,1.0 L,Бензин,27,
Toyota,Corona I,1957–1964,TT/TB,1.0 L,Бензин,45,
Toyota,Corona II,1964–1970,TT/TB,1.5 L,Бензин,80,
Toyota,Corona III,1970–1973,RT/TT,1.6 L,Бензин,90,
Toyota,Corona IV,1973–1978,RT/TT,1.8 L,Бензин,100,
Toyota,Corona V,1978–1983,RT/TT,2.0 L,Бензин,110,
Toyota,Corona VI,1983–1987,ST140/150,2.0 L,Бензин,120,
Toyota,Corona VII,1987–1992,ST170/190,2.0 L,Бензин,130,
Toyota,Corona VIII,1992–1996,ST200,2.0 L,Бензин,140,
Toyota,Corona IX,1996–2001,ST210,2.0 L,Бензин,140,
Toyota,Corolla I,1966–1970,E10,1.1 L,Бензин,60,
Toyota,Corolla II,1970–1974,E20,1.2 L,Бензин,68,
Toyota,Corolla III,1974–1979,E30/E50,1.3 L,Бензин,75,
Toyota,Corolla IV,1979–1983,E70,1.6 L,Бензин,90,
Toyota,Corolla V,1983–1987,E80,1.6 L,Бензин,100,
Toyota,Corolla VI,1987–1991,E90,1.6 L,Бензин,110,
Toyota,Corolla VII,1991–1995,E100,1.6 L,Бензин,115,
Toyota,Corolla VIII,1995–2000,E110,1.8 L,Бензин,120,
Toyota,Corolla IX,2000–2006,E120/E130,1.8 L,Бензин,130,
Toyota,Corolla X,2006–2013,E140/E150,1.8 L,Бензин,132,
Toyota,Corolla XI,2013–2018,E160/E170,1.8 L,Бензин,132,
Toyota,Corolla XII,2018–н.в.,E210,2.0 L,Бензин,169,
Toyota,Corolla GR Sport,2020–н.в.,E210,1.6 L,Бензин,129,
Toyota,Corolla GR,2023–н.в.,E210,1.6 L,Бензин,300,
Toyota,Corolla Levin/Sprinter Trueno (AE86),1983–1987,AE86,1.6 L,Бензин,130,
Toyota,Sprinter Trueno (AE101),1991–1995,AE101,1.6 L,Бензин,165,
Toyota,Corolla Levin (AE111),1995–2000,AE111,1.6 L,Бензин,165,
Toyota,Celica I,1970–1977,A20/A30,1.6 L,Бензин,100,
Toyota,Celica II,1977–1981,A40/A60,2.0 L,Бензин,120,
Toyota,Celica III,1981–1985,A60,2.4 L,Бензин,160,
Toyota,Celica IV,1985–1989,T160,2.0 L,Бензин,160,
Toyota,Celica V,1989–1993,T180,2.2 L,Бензин,190,
Toyota,Celica VI,1993–1999,T200,2.2 L,Бензин,190,
Toyota,Celica VII,1999–2006,T230,1.8 L,Бензин,192,
Toyota,Supra I (MA47),1978–1981,MA47,2.6 L,Бензин,140,
Toyota,Supra II (MA67),1981–1986,MA67,2.8 L,Бензин,160,
Toyota,Supra III (A70),1986–1993,A70,3.0 L,Бензин,220,
Toyota,Supra IV (A80),1993–2002,A80,3.0 L,Бензин,280,
Toyota,Supra V (A90),2019–н.в.,A90/J29,3.0 L,Бензин,340,
Toyota,Supra GRMN,2023–н.в.,A91,3.0 L,Бензин,387,
Toyota,MR2 I (W10),1984–1989,W10,1.6 L,Бензин,112,
Toyota,MR2 II (W20),1989–1999,W20,2.0 L,Бензин,156,
Toyota,MR2 III (W30),1999–2007,W30,1.8 L,Бензин,138,
Toyota,86/GR86 ZN6,2012–2021,ZN6,2.0 L,Бензин,200,
Toyota,GR86 ZN8,2021–н.в.,ZN8,2.4 L,Бензин,235,
Toyota,Camry I,1982–1986,V10,1.8 L,Бензин,92,
Toyota,Camry II,1986–1991,V20,2.0 L,Бензин,115,
Toyota,Camry III,1991–1996,V30/XV10,2.2 L,Бензин,133,
Toyota,Camry IV,1996–2001,XV20,3.0 L,Бензин,194,
Toyota,Camry V,2001–2006,XV30,3.0 L,Бензин,210,
Toyota,Camry VI,2006–2011,XV40,3.5 L,Бензин,268,
Toyota,Camry VII,2011–2017,XV50,3.5 L,Бензин,268,
Toyota,Camry VIII,2017–н.в.,XV70,2.5 L,Бензин,203,
Toyota,Camry Hybrid,2006–н.в.,XV40/XV70,2.5 L,Гибрид,208,1.3
Toyota,Prius I,1997–2003,NHW10/NHW11,1.5 L,Гибрид,70,0.8
Toyota,Prius II,2003–2009,NHW20,1.5 L,Гибрид,76,1.3
Toyota,Prius III,2009–2015,ZVW30,1.8 L,Гибрид,136,1.3
Toyota,Prius IV,2015–2022,ZVW50,1.8 L,Гибрид,121,0.7
Toyota,Prius Prime,2016–н.в.,ZVW55,1.8 L,Гибрид,121,8.8
Toyota,RAV4 I,1994–2000,XA10,2.0 L,Бензин,127,
Toyota,RAV4 II,2000–2005,XA20,2.0 L,Бензин,150,
Toyota,RAV4 III,2005–2012,XA30,2.5 L,Бензин,180,
Toyota,RAV4 IV,2012–2018,XA40,2.5 L,Бензин,176,
Toyota,RAV4 V,2018–н.в.,XA50,2.5 L,Бензин,203,
Toyota,RAV4 Hybrid,2015–н.в.,XA50,2.5 L,Гибрид,219,1.6
Toyota,RAV4 Prime,2020–н.в.,XA50,2.5 L,Гибрид,302,18.1
Toyota,Highlander I,2000–2007,XU20,3.0 L,Бензин,220,
Toyota,Highlander II,2007–2013,XU40,3.5 L,Бензин,270,
Toyota,Highlander III,2013–2019,XU50,3.5 L,Бензин,295,
Toyota,Highlander IV,2019–н.в.,XU70,3.5 L,Бензин,295,
Toyota,Highlander Hybrid,2005–н.в.,XU40/XU70,3.5 L,Гибрид,243,1.9
Toyota,4Runner I,1984–1989,N60,2.4 L,Бензин,116,
Toyota,4Runner II,1989–1995,N120/N130,3.0 L,Бензин,150,
Toyota,4Runner III,1995–2002,N180,3.4 L,Бензин,183,
Toyota,4Runner IV,2002–2009,N210,4.0 L,Бензин,236,
Toyota,4Runner V,2009–н.в.,N280,4.0 L,Бензин,270,
Toyota,Land Cruiser I,1951–1955,BJ,3.4 L,Бензин,85,
Toyota,Land Cruiser II,1955–1960,20 Series,3.9 L,Бензин,105,
Toyota,Land Cruiser III,1960–1980,40 Series,3.9 L,Бензин,125,
Toyota,Land Cruiser IV,1980–1990,60 Series,4.2 L,Бензин,155,
Toyota,Land Cruiser V,1990–1997,80 Series,4.5 L,Бензин,204,
Toyota,Land Cruiser VI,1998–2007,100 Series,4.7 L,Бензин,235,
Toyota,Land Cruiser VII,2007–2021,200 Series,5.7 L,Бензин,381,
Toyota,Land Cruiser VIII,2021–н.в.,300 Series,3.5 L,Бензин,415,
Toyota,Prado I,1990–1996,90 Series,2.7 L,Бензин,150,
Toyota,Prado II,1996–2002,90 Series,3.4 L,Бензин,185,
Toyota,Prado III,2002–2009,120 Series,4.0 L,Бензин,249,
Toyota,Prado IV,2009–2023,150 Series,4.0 L,Бензин,271,
Toyota,Prado V,2023–н.в.,250 Series,2.4 L,Бензин,278,
Toyota,Sequoia I,2000–2007,XK30,4.7 L,Бензин,240,
Toyota,Sequoia II,2007–2022,XK50,5.7 L,Бензин,381,
Toyota,Sequoia III,2022–н.в.,XK70,3.5 L,Бензин,437,
Toyota,Tacoma I,1995–2004,TN100,3.4 L,Бензин,190,
Toyota,Tacoma II,2005–2015,TN200,4.0 L,Бензин,236,
Toyota,Tacoma III,2016–2023,TN300,3.5 L,Бензин,278,
Toyota,Tacoma IV,2023–н.в.,,2.4 L,Бензин,228,
Toyota,Tundra I,1999–2006,XK30,4.7 L,Бензин,240,
Toyota,Tundra II,2007–2021,XK50,5.7 L,Бензин,381,
Toyota,Tundra III,2021–н.в.,XK70,3.5 L,Бензин,389,
Toyota,Hilux I,1968–1972,N10,1.5 L,Бензин,77,
Toyota,Hilux II,1972–1978,N20,2.0 L,Бензин,96,
Toyota,Hilux III,1978–1983,N30/N40,2.2 L,Бензин,96,
Toyota,Hilux IV,1983–1988,N50/N60,2.4 L,Бензин,102,
Toyota,Hilux V,1988–1997,N70/N80,3.0 L,Дизель,102,
Toyota,Hilux VI,1997–2005,N100/N110,3.0 L,Дизель,130,
Toyota,Hilux VII,2005–2015,AN10/AN20,4.0 L,Бензин,236,
Toyota,Hilux VIII,2015–н.в.,,2.8 L,Дизель,204,
Toyota,Yaris I,1999–2005,XP10,1.3 L,Бензин,87,
Toyota,Yaris II,2005–2011,XP90,1.5 L,Бензин,106,
Toyota,Yaris III,2011–2020,XP130,1.5 L,Бензин,107,
Toyota,Yaris IV,2020–н.в.,XP210,1.5 L,Бензин,120,
Toyota,Yaris Hybrid,2012–н.в.,XP130/XP210,1.5 L,Гибрид,100,0.9
Toyota,Yaris Cross,2020–н.в.,,1.5 L,Гибрид,116,1.6
Toyota,Aygo I,2005–2014,AB10,1.0 L,Бензин,68,
Toyota,Aygo II,2014–2022,AB30,1.0 L,Бензин,72,
Toyota,Aygo X,2021–н.в.,,1.0 L,Бензин,72,
Toyota,C-HR,2016–н.в.,,1.2 L,Бензин,116,
Toyota,C-HR Hybrid,2016–н.в.,,1.8 L,Гибрид,122,1.3
Toyota,bZ4X,2022–н.в.,,0.0 L,Электро,218,71.4
Toyota,Crown I,1955–1962,RS,1.5 L,Бензин,60,
Toyota,Crown II,1962–1967,MS40,2.0 L,Бензин,90,
Toyota,Crown III,1967–1971,MS50,2.3 L,Бензин,105,
Toyota,Crown IV,1971–1974,MS60,2.6 L,Бензин,125,
Toyota,Crown V,1974–1979,MS80,2.6 L,Бензин,140,
Toyota,Crown VI,1979–1983,MS110,2.8 L,Бензин,155,
Toyota,Crown VII,1983–1987,MS120,3.0 L,Бензин,180,
Toyota,Crown VIII,1987–1991,MS130,3.0 L,Бензин,200,
Toyota,Crown IX,1991–1995,MS140,3.0 L,Бензин,220,
Toyota,Crown X,1995–1999,MS150,3.0 L,Бензин,220,
Toyota,Crown XI,1999–2003,MS160,3.0 L,Бензин,220,
Toyota,Crown XII,2003–2008,MS170,3.0 L,Бензин,231,
Toyota,Crown XIII,2008–2012,MS180,3.5 L,Бензин,313,
Toyota,Crown XIV,2012–2018,MS200,2.5 L,Бензин,203,
Toyota,Crown XV,2018–2022,RS220,2.0 L,Бензин,241,
Toyota,Crown XVI,2022–н.в.,S235,2.5 L,Гибрид,236,1.6
Toyota,Mark II I,1968–1972,X10,1.9 L,Бензин,105,
Toyota,Mark II II,1972–1976,X30,2.0 L,Бензин,110,
Toyota,Mark II III,1976–1980,X40/X50,2.0 L,Бензин,120,
Toyota,Mark II IV,1980–1984,X60/X70,2.8 L,Бензин,145,
Toyota,Mark II V,1984–1988,X70/X80,3.0 L,Бензин,180,
Toyota,Mark II VI,1988–1992,X80/X90,3.0 L,Бензин,200,
Toyota,Mark II VII,1992–1996,X90/X100,3.0 L,Бензин,220,
Toyota,Mark II VIII,1996–2000,X100/X110,3.0 L,Бензин,220,
Toyota,Mark II IX,2000–2004,X110,3.0 L,Бензин,220,
Toyota,Chaser/Mark II/Cresta (X80),1988–1992,X80,3.0 L,Бензин,200,
Toyota,Chaser/Mark II/Cresta (X90),1992–1996,X90,3.0 L,Бензин,220,
Toyota,Chaser/Mark II/Cresta (X100),1996–2000,X100,3.0 L,Бензин,220,
Toyota,Aristo (S140),1991–1997,S140,3.0 L,Бензин,260,
Toyota,Aristo (S160),1997–2005,S160,3.0 L,Бензин,280,
Toyota,Soarer (Z20),1986–1991,Z20,3.0 L,Бензин,200,
Toyota,Soarer (Z30),1991–2000,Z30,4.0 L,Бензин,260,
Toyota,Soarer (Z40),2001–2005,Z40,4.3 L,Бензин,315,
Toyota,Century I,1967–1997,G20/G30,4.0 L,Бензин,180,
Toyota,Century II,1997–2017,G50,5.0 L,Бензин,280,
Toyota,Century III,2018–н.в.,,5.0 L,Гибрид,435,1.9
Toyota,Alphard I,2002–2008,ANH10/15,3.0 L,Бензин,231,
Toyota,Alphard II,2008–2015,ANH20/25,3.5 L,Бензин,280,
Toyota,Alphard III,2015–2023,AH30,3.5 L,Бензин,280,
Toyota,Alphard IV,2023–н.в.,AH40,2.5 L,Гибрид,190,1.9
Toyota,Vellfire,2008–н.в.,,3.5 L,Бензин,280,
Toyota,Previa I,1990–1999,TCR10/20,2.4 L,Бензин,158,
Toyota,Previa II,1999–2006,ACR30,2.4 L,Бензин,158,
Toyota,Previa III,2006–2019,ACR50,2.4 L,Бензин,170,
Toyota,Espacio,1996–2001,CR20/30,2.2 L,Бензин,140,
Toyota,Estima I,1990–2000,TCR10/20,2.4 L,Бензин,158,
Toyota,Estima II,2000–2006,ACR30,2.4 L,Бензин,158,
Toyota,Estima III,2006–2019,ACR50,2.4 L,Бензин,170,
Toyota,Harrier I,1997–2003,XU10,3.0 L,Бензин,220,
Toyota,Harrier II,2003–2013,XU30,3.5 L,Бензин,280,
Toyota,Harrier III,2013–2020,XU60,3.5 L,Бензин,296,
Toyota,Harrier IV,2020–н.в.,XU80,2.5 L,Гибрид,218,1.6
Toyota,Venza I,2008–2017,AU10,3.5 L,Бензин,268,
Toyota,Venza II,2020–н.в.,XU80,2.5 L,Гибрид,219,1.6
Toyota,Avensis I,1997–2003,T220,2.0 L,Бензин,150,
Toyota,Avensis II,2003–2008,T250,2.4 L,Бензин,167,
Toyota,Avensis III,2008–2018,T270,2.5 L,Бензин,180,
Toyota,Auris I,2006–2012,E150,1.8 L,Бензин,132,
Toyota,Auris II,2012–2018,E180,1.8 L,Бензин,132,
Toyota,Auris III,2018–2020,E210,1.8 L,Бензин,132,
Toyota,GR Yaris,2020–н.в.,XP210,1.6 L,Бензин,261,
Toyota,GR Corolla,2022–н.в.,E210,1.6 L,Бензин,300,
Toyota,GR Supra,2019–н.в.,A90/J29,3.0 L,Бензин,340,
Toyota,GR Supra GRMN,2023–н.в.,A91,3.0 L,Бензин,387,
Toyota,GR86,2021–н.в.,ZN8,2.4 L,Бензин,235,
Toyota,GR Yaris Rallye,2020–н.в.,XP210,1.6 L,Бензин,261,
Toyota,GR Corolla Morizo Edition,2023–н.в.,E210,1.6 L,Бензин,300,
