Марка,Модель,Годы выпуска,Номер кузова,Объём двигателя (L),Вид топлива,Мощность (ps),Ёмкость батареи (kWh)
Land Rover,Range Rover (L322),2002–2012,L322,4.4 L,Бензин,300,
Land Rover,Range Rover (L405),2012–2021,L405,5.0 L,Бензин,510,
Land Rover,Range Rover (L460),2021–н.в.,L460,3.0 L,Бензин,400,
Land Rover,Range Rover Sport (L320),2005–2013,L320,4.4 L,Бензин,390,
Land Rover,Range Rover Sport (L494),2013–2022,L494,5.0 L,Бензин,525,
Land Rover,Range Rover Sport (L461),2022–н.в.,L461,3.0 L,Бензин,400,
Land Rover,Discovery I,1989–1998,,3.9 L,Бензин,195,
Land Rover,Discovery II,1998–2004,,4.0 L,Бензин,190,
Land Rover,Discovery 3 (L319),2004–2009,L319,4.4 L,Бензин,300,
Land Rover,Discovery 4 (L319),2009–2016,L319,3.0 L,Дизель,245,
Land Rover,Discovery 5 (L462),2017–н.в.,L462,3.0 L,Бензин,360,
Land Rover,Defender 90/110 (1983–2016),1983–2016,,2.5 L,Дизель,111,
Land Rover,Defender (L663),2020–н.в.,L663,3.0 L,Бензин,400,
Land Rover,Defender 110 (2020),2020–н.в.,L663,2.0 L,Бензин,300,
Land Rover,Freelander 1,1997–2006,,2.5 L,Бензин,177,
Land Rover,Freelander 2,2006–2014,L359,2.2 L,Дизель,190,
Land Rover,Range Rover Evoque I,2011–2018,L538,2.0 L,Бензин,240,
Land Rover,Range Rover Evoque II,2019–н.в.,L551,2.0 L,Бензин,300,
Lotus,Esprit,1976–2004,,2.2 L,Бензин,264,
Lotus,Elan,1989–1995,,1.6 L,Бензин,162,
Lotus,Elise (Series 1),1996–2000,,1.8 L,Бензин,120,
Lotus,Elise (Series 2),2001–2010,,1.8 L,Бензин,190,
Lotus,Elise (Series 3),2010–2021,,1.8 L,Бензин,220,
Lotus,Exige S,2006–2011,,1.8 L,Бензин,243,
Lotus,Exige S V6,2012–2021,,3.5 L,Бензин,350,
Lotus,Evora 400,2015–2020,,3.5 L,Бензин,406,
Lotus,Evora GT,2020–2021,,3.5 L,Бензин,416,
Lotus,Emira,2021–н.в.,,3.5 L,Бензин,406,
Lotus,Evija,2020–н.в.,,0.0 L,Электро,2011,70
Lotus,Eletre,2023–н.в.,,0.0 L,Электро,612,112
Marcos,Mantis,1968–1971,,3.0 L,Бензин,150,
Marcos,Mantula,1984–1993,,3.9 L,Бензин,190,
Marcos,Mantara,1994–1999,,4.6 L,Бензин,280,
Marcos,Mini Marcos,1965–1972,,0.9 L,Бензин,55,
Maserati,Biturbo,1981–1994,,2.8 L,Бензин,250,
Maserati,3200 GT,1998–2002,,3.2 L,Бензин,370,
Maserati,Coupe,2001–2007,,4.2 L,Бензин,390,
Maserati,GranTurismo,2007–2019,,4.7 L,Бензин,460,
Maserati,Quattroporte V,2003–2012,M139,4.7 L,Бензин,430,
Maserati,Quattroporte VI,2013–2021,M156,3.8 L,Бензин,530,
Maserati,Ghibli III,2013–2024,M157,3.0 L,Бензин,350,
Maserati,Levante,2016–н.в.,M161,3.0 L,Бензин,585,
Maserati,MC20,2020–н.в.,,3.0 L,Бензин,630,
Maserati,Grecale,2022–н.в.,,2.0 L,Бензин,300,
Maserati,Folgore,2023–н.в.,,0.0 L,Электро,760,95.5
Matra,Djet,1962–1967,,1.1 L,Бензин,95,
Matra,Bagheera,1973–1980,,1.3 L,Бензин,87,
Matra,Murena,1980–1983,,2.2 L,Бензин,142,
Matra,Rancho,1977–1984,,1.4 L,Бензин,72,
McLaren,F1,1992–1998,,6.1 L,Бензин,627,
McLaren,MP4-12C,2011–2014,,3.8 L,Бензин,600,
McLaren,650S,2014–2017,,3.8 L,Бензин,650,
McLaren,720S,2017–2023,,4.0 L,Бензин,720,
McLaren,Artura,2021–н.в.,,3.0 L,Гибрид,680,7.4
McLaren,GT,2019–н.в.,,4.0 L,Бензин,620,
Mercedes-Benz,W123,1976–1986,W123,2.3 L,Бензин,125,
Mercedes-Benz,W124,1984–1997,W124,2.6 L,Бензин,160,
Mercedes-Benz,W201 (190E),1982–1993,W201,2.3 L,Бензин,185,
Mercedes-Benz,W210 (E-Class),1995–2002,W210,2.8 L,Бензин,193,
Mercedes-Benz,W220 (S-Class),1998–2005,W220,5.0 L,Бензин,306,
Mercedes-Benz,W203 (C-Class),2000–2007,W203,2.6 L,Бензин,170,
Mercedes-Benz,W204 (C-Class),2007–2014,W204,3.5 L,Бензин,272,
Mercedes-Benz,W205 (C-Class),2014–2021,W205,2.0 L,Бензин,184,
Mercedes-Benz,W205 (C-Class),2014–2021,W205,2.0 L,Дизель,194,
Mercedes-Benz,W206 (C-Class),2021–н.в.,W206,2.0 L,Бензин,204,
Mercedes-Benz,W206 (C-Class),2021–н.в.,W206,2.0 L,Дизель,200,
Mercedes-Benz,W211 (E-Class),2002–2009,W211,3.5 L,Бензин,272,
Mercedes-Benz,W212 (E-Class),2009–2016,W212,3.5 L,Бензин,306,
Mercedes-Benz,W213 (E-Class),2016–2023,W213,2.0 L,Бензин,258,
Mercedes-Benz,W213 (E-Class),2016–2023,W213,2.0 L,Дизель,194,
Mercedes-Benz,W214 (E-Class),2023–н.в.,W214,2.0 L,Бензин,258,
Mercedes-Benz,W221 (S-Class),2005–2013,W221,5.5 L,Бензин,388,
Mercedes-Benz,W222 (S-Class),2013–2020,W222,4.7 L,Бензин,455,
Mercedes-Benz,W223 (S-Class),2020–н.в.,W223,3.0 L,Бензин,435,
Mercedes-Benz,W223 (S-Class),2020–н.в.,W223,3.0 L,Дизель,286,
Mercedes-Benz,R170 (SLK),1996–2004,R170,3.2 L,Бензин,218,
Mercedes-Benz,R171 (SLK),2004–2011,R171,3.5 L,Бензин,306,
Mercedes-Benz,R172 (SLK),2011–2016,R172,3.5 L,Бензин,306,
Mercedes-Benz,R230 (SL),2001–2011,R230,5.5 L,Бензин,388,
Mercedes-Benz,R231 (SL),2012–2020,R231,4.7 L,Бензин,435,
Mercedes-Benz,A-Class (W168),1997–2004,W168,1.6 L,Бензин,102,
Mercedes-Benz,A-Class (W169),2004–2012,W169,1.5 L,Бензин,95,
Mercedes-Benz,A-Class (W176),2012–2018,W176,1.6 L,Бензин,122,
Mercedes-Benz,A-Class (W177),2018–н.в.,W177,1.3 L,Бензин,163,
Mercedes-Benz,A-Class (W177),2018–н.в.,W177,2.0 L,Дизель,150,
Mercedes-Benz,B-Class (W245),2005–2011,W245,2.0 L,Бензин,143,
Mercedes-Benz,B-Class (W246),2011–2018,W246,1.6 L,Бензин,122,
Mercedes-Benz,B-Class (W247),2019–н.в.,W247,1.3 L,Бензин,163,
Mercedes-Benz,CLA (C117),2013–2019,C117,2.0 L,Бензин,211,
Mercedes-Benz,CLA (C118),2019–н.в.,C118,1.3 L,Бензин,163,
Mercedes-Benz,CLS (C219),2004–2010,C219,3.5 L,Бензин,272,
Mercedes-Benz,CLS (C218),2010–2018,C218,3.5 L,Бензин,306,
Mercedes-Benz,CLS (C257),2018–н.в.,C257,3.0 L,Бензин,367,
Mercedes-Benz,GLA (X156),2013–2019,X156,2.0 L,Бензин,211,
Mercedes-Benz,GLA (H247),2020–н.в.,H247,1.3 L,Бензин,163,
Mercedes-Benz,GLB (X247),2019–н.в.,X247,1.3 L,Бензин,163,
Mercedes-Benz,GLC (X253),2015–2022,X253,2.0 L,Бензин,258,
Mercedes-Benz,GLC (X254),2022–н.в.,X254,2.0 L,Бензин,258,
Mercedes-Benz,GLE (W166),2015–2018,W166,3.5 L,Бензин,306,
Mercedes-Benz,GLE (W167),2018–н.в.,W167,3.0 L,Бензин,367,
Mercedes-Benz,GLE (W167),2018–н.в.,W167,3.0 L,Дизель,286,
Mercedes-Benz,GLS (X166),2015–2019,X166,4.0 L,Бензин,422,
Mercedes-Benz,GLS (X167),2019–н.в.,X167,3.0 L,Бензин,367,
Mercedes-Benz,G-Class (W460),1979–1991,W460,2.3 L,Бензин,125,
Mercedes-Benz,G-Class (W461),1991–2018,W461,2.9 L,Дизель,130,
Mercedes-Benz,G-Class (W463),2018–н.в.,W463,4.0 L,Бензин,421,
Mercedes-Benz,AMG GT,2014–2023,C190,4.0 L,Бензин,476,
Mercedes-Benz,AMG GT 4-Door,2018–н.в.,C190,4.0 L,Бензин,435,
Mercedes-Benz,EQS,2021–н.в.,V297,0.0 L,Электро,333,107.8
Mercedes-Benz,EQE,2022–н.в.,V294,0.0 L,Электро,292,90.6
Mercedes-Benz,EQS SUV,2022–н.в.,V297,0.0 L,Электро,360,107.8
Mercedes-Benz,EQE SUV,2022–н.в.,V294,0.0 L,Электро,292,90.6
MG,MG F,1995–2002,,1.8 L,Бензин,145,
MG,TF,2002–2005,,1.8 L,Бензин,160,
MG,3,2011–н.в.,,1.5 L,Бензин,106,
MG,4 EV,2022–н.в.,,0.0 L,Электро,286,64
MG,ZS EV,2019–н.в.,,0.0 L,Электро,143,51.1
Mini,Mini Mk1 (R50/R52/R53),2001–2006,R5x,1.6 L,Бензин,115,
Mini,Mini Mk2 (R56/R57/R58/R59),2006–2013,R56,1.6 L,Бензин,120,
Mini,Mini Mk3 (F55/F56/F57),2014–2024,F56,1.5 L,Бензин,136,
Mini,Mini Hardtop 3-door (F55),2014–2024,F55,1.5 L,Бензин,136,
Mini,Mini Hardtop 5-door (F55),2014–2024,F55,1.5 L,Бензин,136,
Mini,Countryman (R60),2010–2016,R60,1.6 L,Бензин,184,
Mini,Countryman (F60),2017–2023,F60,2.0 L,Бензин,192,
Mini,Countryman (U25),2023–н.в.,U25,1.5 L,Бензин,150,
Mini,Countryman Electric,2024–н.в.,U25,0.0 L,Электро,313,66.5
Mini,Cooper SE,2020–2023,,0.0 L,Электро,184,32.6
Mini,Convertible (R52),2004–2008,R52,1.6 L,Бензин,115,
Mini,Convertible (R57),2008–2015,R57,1.6 L,Бензин,184,
Mini,Convertible (F57),2015–2024,F57,2.0 L,Бензин,192,
Mini,Clubman (R55),2007–2014,R55,1.6 L,Бензин,120,
Mini,Clubman (F54),2015–2024,F54,2.0 L,Бензин,192,
Monteverdi,High Speed 375,1967–1976,,7.2 L,Бензин,375,
Monteverdi,Hawaii,1976–1982,,7.2 L,Бензин,375,
Monteverdi,Sierra,1977–1982,,5.9 L,Бензин,230,
Morgan,Plus 8,1968–2004,,4.0 L,Бензин,202,
Morgan,Plus 4,1950–2020,,2.0 L,Бензин,150,
Morgan,3 Wheeler,2011–2021,,2.0 L,Бензин,115,
Morgan,Plus Six,2019–н.в.,,3.0 L,Бензин,335,
Noble,M10,1999–2000,,2.0 L,Бензин,200,
Noble,M12 GTO,2000–2004,,2.5 L,Бензин,310,
Noble,M12 GTO-3R,2004–2007,,3.0 L,Бензин,354,
Noble,M15,2006–2007,,3.0 L,Бензин,455,
Noble,M600,2010–2021,,4.4 L,Бензин,650,
Noble,M600 Speedster,2015–2021,,4.4 L,Бензин,650,
Noble,Falcon,2023–н.в.,,4.4 L,Бензин,650,
NSU,Ro 80,1967–1977,,1.0 L,Роторный,115,
NSU,TT,1965–1972,,1.2 L,Бензин,85,
NSU,Prinz,1958–1973,,0.6 L,Бензин,30,
Opel,Kadett E,1984–1991,,1.8 L,Бензин,115,
Opel,Kadett F (Astra F),1991–1998,,2.0 L,Бензин,150,
Opel,Astra G,1998–2004,,2.0 L,Бензин,147,
Opel,Astra H,2004–2009,,1.9 L,Дизель,120,
Opel,Astra J,2009–2015,,1.6 L,Бензин,115,
Opel,Astra K,2015–2021,,1.4 L,Бензин,125,
Opel,Astra L,2021–н.в.,,1.2 L,Бензин,130,
Opel,Astra L Electric,2022–н.в.,,0.0 L,Электро,156,54
Opel,Corsa B,1993–2000,,1.4 L,Бензин,90,
Opel,Corsa C,2000–2006,,1.8 L,Бензин,125,
Opel,Corsa D,2006–2014,,1.6 L,Бензин,100,
Opel,Corsa E,2014–2019,,1.4 L,Бензин,100,
Opel,Corsa F,2019–н.в.,,1.2 L,Бензин,100,
Opel,Corsa F Electric,2020–н.в.,,0.0 L,Электро,136,50
Opel,Vectra A,1988–1995,,2.0 L,Бензин,115,
Opel,Vectra B,1995–2002,,2.6 L,Бензин,170,
Opel,Vectra C,2002–2008,,3.2 L,Бензин,211,
Opel,Insignia A,2008–2017,,2.8 L,Бензин,260,
Opel,Insignia B,2017–2022,,2.0 L,Дизель,170,
Opel,Insignia B,2017–2022,,2.0 L,Бензин,260,
Opel,Zafira A,1999–2005,,2.2 L,Бензин,147,
Opel,Zafira B,2005–2011,,2.0 L,Дизель,130,
Opel,Zafira C,2011–2019,,1.4 L,Бензин,140,
Opel,Mokka A,2012–2019,,1.4 L,Бензин,140,
Opel,Mokka B,2020–н.в.,,1.2 L,Бензин,130,
Opel,Mokka-e,2020–н.в.,,0.0 L,Электро,136,50
Opel,Meriva A,2003–2010,,1.8 L,Бензин,125,
Opel,Meriva B,2010–2017,,1.4 L,Бензин,120,
Opel,Adam,2012–2019,,1.4 L,Бензин,100,
Opel,Karl,2014–2019,,1.0 L,Бензин,75,
Opel,Grandland X,2017–2021,,1.6 L,Бензин,225,
Opel,Grandland,2021–н.в.,,1.2 L,Бензин,130,
Opel,Grandland Electric,2024–н.в.,,0.0 L,Электро,231,86
Pagani,Zonda C12,1999–2002,,6.0 L,Бензин,394,
Pagani,Zonda S,2000–2003,,7.0 L,Бензин,550,
Pagani,Zonda S 7.3,2002–2004,,7.3 L,Бензин,555,
Pagani,Zonda F,2005–2008,,7.3 L,Бензин,602,
Pagani,Zonda Cinque,2009–2010,,7.3 L,Бензин,678,
Pagani,Zonda Revolución,2013–2014,,6.0 L,Бензин,800,
Pagani,Huayra,2011–2018,,6.0 L,Бензин,740,
Pagani,Huayra BC,2016–2019,,6.0 L,Бензин,764,
Pagani,Huayra Roadster,2017–2019,,6.0 L,Бензин,764,
Pagani,Huayra Imola,2020–2021,,6.0 L,Бензин,827,
Pagani,Huayra R,2021–2022,,6.0 L,Бензин,840,
Pagani,Utopia,2023–н.в.,,6.0 L,Бензин,864,
Pagani,Utopia Roadster,2024–н.в.,,6.0 L,Бензин,864,
Panther,De Ville,1974–1985,,5.8 L,Бензин,212,
Panther,J72,1972–1981,,4.2 L,Бензин,170,
Panther,Lima,1976–1982,,2.0 L,Бензин,105,
Panther,Kallista,1982–1990,,2.8 L,Бензин,160,
Peugeot,205,1983–1998,,1.9 L,Бензин,130,
Peugeot,305,1977–1989,,1.6 L,Бензин,80,
Peugeot,405,1987–1997,,2.0 L,Бензин,160,
Peugeot,206,1998–2010,,2.0 L,Бензин,138,
Peugeot,306,1993–2002,,2.0 L,Бензин,137,
Peugeot,406,1995–2004,,3.0 L,Бензин,210,
Peugeot,207,2006–2013,,1.6 L,Бензин,120,
Peugeot,307,2001–2008,,2.0 L,Бензин,136,
Peugeot,407,2004–2010,,3.0 L,Бензин,211,
Peugeot,208 I,2012–2019,,1.6 L,Бензин,120,
Peugeot,208 II,2019–н.в.,,1.2 L,Бензин,130,
Peugeot,e-208,2019–н.в.,,0.0 L,Электро,136,50
Peugeot,308 I,2007–2013,,1.6 L,Бензин,150,
Peugeot,308 II,2013–2021,,1.6 L,Бензин,120,
Peugeot,308 III,2021–н.в.,,1.2 L,Бензин,130,
Peugeot,308 III Hybrid,2021–н.в.,,1.6 L,Гибрид,225,10.8
Peugeot,e-308,2023–н.в.,,0.0 L,Электро,156,54
Peugeot,3008 I,2008–2016,,2.0 L,Дизель,150,
Peugeot,3008 II,2016–2023,,1.6 L,Бензин,180,
Peugeot,3008 III,2024–н.в.,,1.2 L,Бензин,130,
Peugeot,3008 III Hybrid,2024–н.в.,,1.6 L,Гибрид,225,14.2
Peugeot,e-3008,2024–н.в.,,0.0 L,Электро,320,82
Peugeot,5008 I,2009–2016,,2.0 L,Дизель,150,
Peugeot,5008 II,2017–н.в.,,1.6 L,Бензин,180,
Peugeot,508 I,2010–2018,,2.2 L,Дизель,204,
Peugeot,508 II,2018–н.в.,,1.6 L,Бензин,225,
Peugeot,508 II Hybrid,2019–н.в.,,1.6 L,Гибрид,225,11.5
Peugeot,Rifter,2018–н.в.,,1.5 L,Дизель,102,
Peugeot,Traveller,2016–н.в.,,2.0 L,Дизель,120,
Peugeot,106,1991–2003,,1.6 L,Бензин,120,
Peugeot,107,2005–2014,,1.0 L,Бензин,68,
Peugeot,108,2014–2021,,1.2 L,Бензин,82,
Peugeot,Expert I,1995–2006,,2.0 L,Дизель,90,
Peugeot,Expert II,2007–2016,,2.0 L,Дизель,120,
Peugeot,Expert III,2016–н.в.,,2.0 L,Дизель,180,
Pininfarina,Battista,2022–н.в.,,0.0 L,Электро,1900,120
Pininfarina,Battista Anniversario,2020–2021,,0.0 L,Электро,1900,120
Porsche,911 (930),1975–1989,930,3.3 L,Бензин,300,
Porsche,911 (964),1989–1994,964,3.6 L,Бензин,250,
Porsche,911 (993),1994–1998,993,3.6 L,Бензин,272,
Porsche,911 (996),1998–2005,996,3.6 L,Бензин,300,
Porsche,911 (997),2005–2012,997,3.8 L,Бензин,355,
Porsche,911 (991),2011–2019,991,3.4 L,Бензин,350,
Porsche,911 (992),2019–н.в.,992,3.0 L,Бензин,385,
Porsche,911 Turbo S (992),2020–н.в.,992,3.8 L,Бензин,650,
Porsche,928,1978–1995,,5.0 L,Бензин,350,
Porsche,944,1982–1991,,2.7 L,Бензин,163,
Porsche,968,1991–1995,,3.0 L,Бензин,240,
Porsche,Boxster (986),1996–2004,986,2.7 L,Бензин,204,
Porsche,Boxster (987),2004–2012,987,2.9 L,Бензин,255,
Porsche,Boxster (981),2012–2016,981,3.4 L,Бензин,315,
Porsche,718 Boxster,2016–н.в.,982,2.0 L,Бензин,300,
Porsche,Cayman (987),2005–2012,987,2.7 L,Бензин,245,
Porsche,Cayman (981),2012–2016,981,3.4 L,Бензин,325,
Porsche,718 Cayman,2016–н.в.,982,2.0 L,Бензин,300,
Porsche,Cayenne (E1),2002–2010,955,4.5 L,Бензин,340,
Porsche,Cayenne (E2),2010–2017,92A,3.6 L,Бензин,300,
Porsche,Cayenne (E3),2017–н.в.,9YA,3.0 L,Бензин,340,
Porsche,Cayenne (E3),2017–н.в.,9YA,2.9 L,Бензин,440,
Porsche,Cayenne Coupe,2019–н.в.,9YA,4.0 L,Бензин,550,
Porsche,Cayenne E-Hybrid,2018–н.в.,9YA,3.0 L,Гибрид,462,14.1
Porsche,Cayenne Turbo S E-Hybrid,2020–н.в.,9YA,4.0 L,Гибрид,680,14.1
Porsche,Macan,2014–2021,95B,2.0 L,Бензин,252,
Porsche,Macan,2021–н.в.,95B,2.0 L,Бензин,265,
Porsche,Macan Turbo,2019–2021,95B,2.9 L,Бензин,440,
Porsche,Macan Electric,2024–н.в.,,0.0 L,Электро,408,100
Porsche,Panamera (970),2009–2016,970,3.6 L,Бензин,300,
Porsche,Panamera (971),2016–н.в.,971,2.9 L,Бензин,330,
Porsche,Panamera Turbo S,2020–н.в.,971,4.0 L,Бензин,630,
Porsche,Panamera E-Hybrid,2016–н.в.,971,2.9 L,Гибрид,462,17.9
Porsche,Taycan,2019–н.в.,J1,0.0 L,Электро,408,79.2
Porsche,Taycan Turbo S,2019–н.в.,J1,0.0 L,Электро,761,93.4
Porsche,Taycan Cross Turismo,2021–н.в.,J1,0.0 L,Электро,476,93.4
Porsche,918 Spyder,2013–2015,,4.6 L,Гибрид,887,6.8
Reliant,Scimitar GTE,1968–1975,,3.0 L,Бензин,138,
Reliant,Scimitar GTE SE5,1968–1972,,3.0 L,Бензин,138,
Reliant,Scimitar GTE SE6,1972–1980,,3.0 L,Бензин,138,
Reliant,Robin,1973–2001,,0.9 L,Бензин,45,
Renault,4,1961–1992,,1.1 L,Бензин,45,
Renault,5,1972–1996,,1.4 L,Бензин,75,
Renault,9/11,1981–1989,,1.7 L,Бензин,110,
Renault,19,1988–1996,,2.0 L,Бензин,140,
Renault,Clio I,1990–1998,,1.8 L,Бензин,110,
Renault,Clio II,1998–2005,,2.0 L,Бензин,147,
Renault,Clio III,2005–2012,,2.0 L,Бензин,133,
Renault,Clio IV,2012–2019,,1.2 L,Бензин,120,
Renault,Clio V,2019–н.в.,,1.0 L,Бензин,100,
Renault,Clio V E-Tech Hybrid,2020–н.в.,,1.6 L,Гибрид,145,1.2
Renault,Megane I,1996–2002,,2.0 L,Бензин,150,
Renault,Megane II,2002–2008,,2.0 L,Бензин,140,
Renault,Megane III,2008–2016,,2.0 L,Бензин,140,
Renault,Megane IV,2016–2022,,1.3 L,Бензин,140,
Renault,Megane E-Tech Electric,2022–н.в.,,0.0 L,Электро,220,60
Renault,Scenic I,1996–2003,,2.0 L,Бензин,140,
Renault,Scenic II,2003–2009,,2.0 L,Бензин,140,
Renault,Scenic III,2009–2016,,1.6 L,Бензин,130,
Renault,Scenic IV,2016–2022,,1.6 L,Бензин,130,
Renault,Scenic E-Tech,2024–н.в.,,0.0 L,Электро,220,87
Renault,Laguna I,1994–2000,,3.0 L,Бензин,165,
Renault,Laguna II,2000–2007,,3.0 L,Бензин,210,
Renault,Laguna III,2007–2015,,3.0 L,Бензин,240,
Renault,Talisman,2015–2022,,1.6 L,Бензин,220,
Renault,Espace I,1984–1991,,2.2 L,Бензин,110,
Renault,Espace V,2015–2023,,1.8 L,Бензин,225,
Renault,Espace VI,2023–н.в.,,1.2 L,Гибрид,200,1.9
Renault,21,1986–1995,,2.0 L,Бензин,140,
Renault,25,1983–1992,,2.8 L,Бензин,158,
Renault,Safrane,1992–2000,,3.0 L,Бензин,165,
Renault,Avantime,2001–2003,,3.0 L,Бензин,210,
Renault,Vel Satis,2002–2009,,3.5 L,Бензин,240,
Renault,Kangoo I,1997–2007,,1.9 L,Дизель,65,
Renault,Kangoo II,2007–2020,,1.5 L,Дизель,90,
Renault,Kangoo III,2020–н.в.,,1.3 L,Бензин,130,
Renault,Kangoo E-Tech,2021–н.в.,,0.0 L,Электро,136,45
Renault,Trafic I,1980–1989,,2.1 L,Дизель,72,
Renault,Trafic II,2001–2014,,2.0 L,Дизель,115,
Renault,Trafic III,2014–н.в.,,2.0 L,Дизель,145,
Renault,Master I,1980–1997,,2.5 L,Дизель,85,
Renault,Master II,1997–2010,,2.8 L,Дизель,120,
Renault,Master III,2010–н.в.,,2.3 L,Дизель,130,
Renault,Captur I,2013–2019,,1.3 L,Бензин,120,
Renault,Captur II,2019–н.в.,,1.3 L,Бензин,140,
Renault,Captur II E-Tech Hybrid,2020–н.в.,,1.6 L,Гибрид,160,1.2
Renault,Kadjar,2015–2022,,1.3 L,Бензин,140,
Renault,Arkana,2020–н.в.,,1.3 L,Бензин,140,
Renault,Arkana E-Tech Hybrid,2021–н.в.,,1.6 L,Гибрид,145,1.2
Renault,Austral,2022–н.в.,,1.2 L,Гибрид,200,1.9
Renault,Scenic E-Tech,2024–н.в.,,0.0 L,Электро,220,87
Renault,Twingo I,1992–2000,,1.2 L,Бензин,55,
Renault,Twingo II,2007–2014,,1.2 L,Бензин,75,
Renault,Twingo III,2014–2023,,1.0 L,Бензин,70,
Renault,Zoe I,2012–2019,,0.0 L,Электро,136,41
Renault,Zoe II,2019–2022,,0.0 L,Электро,136,52
Rimac,Concept One,2013–2017,,0.0 L,Электро,1224,92
Rimac,Concept S,2016–2017,,0.0 L,Электро,1384,92
Rimac,Nevera,2021–н.в.,,0.0 L,Электро,1914,120
Rimac,Nevera R,2024–н.в.,,0.0 L,Электро,1914,120
Rolls-Royce,Silver Shadow,1965–1980,,6.75 L,Бензин,183,
Rolls-Royce,Silver Spirit,1980–1998,,6.75 L,Бензин,183,
Rolls-Royce,Silver Seraph,1998–2002,,5.4 L,Бензин,326,
Rolls-Royce,Phantom VII,2003–2017,,6.75 L,Бензин,460,
Rolls-Royce,Phantom VIII,2017–н.в.,,6.75 L,Бензин,571,
Rolls-Royce,Ghost I,2010–2020,,6.6 L,Бензин,563,
Rolls-Royce,Ghost II,2020–н.в.,,6.75 L,Бензин,571,
Rolls-Royce,Wraith,2013–2023,,6.6 L,Бензин,632,
Rolls-Royce,Dawn,2015–2023,,6.6 L,Бензин,571,
Rolls-Royce,Cullinan,2018–н.в.,,6.75 L,Бензин,571,
Rolls-Royce,Spectre,2023–н.в.,,0.0 L,Электро,585,120
Ruf,CTR "Yellow Bird",1987–1991,,3.4 L,Бензин,469,
Ruf,CTR2,1995–1997,,3.6 L,Бензин,580,
Ruf,CTR3,2007–2015,,3.8 L,Бензин,700,
Ruf,CTR (2017),2017–2021,,3.6 L,Бензин,710,
Ruf,SCR,2018–н.в.,,4.0 L,Бензин,510,
Ruf,RTurbo,2001–2008,,3.6 L,Бензин,590,
Ruf,RGT,2004–2011,,3.8 L,Бензин,435,
Ruf,RK Coupe,2005–2011,,3.8 L,Бензин,435,
Ruf,3400S,2004–2011,,3.4 L,Бензин,330,
Ruf,eRuf Model A (концепт),2009–2010,,0.0 L,Электро,340,53
Saab,900 (Classic),1978–1993,,2.0 L,Бензин,145,
Saab,900 (NG),1994–1998,,2.3 L,Бензин,170,
Saab,9-3 I,1998–2002,,2.0 L,Бензин,150,
Saab,9-3 II,2003–2012,,2.0 L,Бензин,210,
Saab,9-5 I,1997–2009,,2.3 L,Бензин,230,
Saab,9-5 II,2010–2012,,2.0 L,Бензин,220,
Saab,9-4X,2011–2012,,3.0 L,Бензин,300,
SEAT,Ibiza Mk1,1984–1993,,1.7 L,Бензин,100,
SEAT,Ibiza Mk2,1993–2002,,1.8 L,Бензин,150,
SEAT,Ibiza Mk3,2002–2008,,1.8 L,Бензин,150,
SEAT,Ibiza Mk4,2008–2017,,1.4 L,Бензин,125,
SEAT,Ibiza Mk5,2017–н.в.,,1.0 L,Бензин,110,
SEAT,Córdoba Mk1,1993–2002,,1.8 L,Бензин,150,
SEAT,Córdoba Mk2,2002–2008,,1.9 L,Дизель,105,
SEAT,Toledo Mk1,1991–1999,,2.0 L,Бензин,150,
SEAT,Toledo Mk2,1998–2004,,2.3 L,Бензин,150,
SEAT,Toledo Mk3,2004–2009,,2.0 L,Бензин,150,
SEAT,Toledo Mk4,2012–2019,,1.4 L,Бензин,125,
SEAT,León Mk1,1999–2005,,1.8 L,Бензин,150,
SEAT,León Mk2,2005–2012,,2.0 L,Бензин,200,
SEAT,León Mk3,2012–2020,,1.8 L,Бензин,180,
SEAT,León Mk4,2020–н.в.,,1.5 L,Бензин,150,
SEAT,León Mk4 e-Hybrid,2020–н.в.,,1.4 L,Гибрид,204,13
SEAT,Arosa,1997–2004,,1.4 L,Бензин,100,
SEAT,Alhambra Mk1,1996–2000,,2.8 L,Бензин,174,
SEAT,Alhambra Mk2,2010–2020,,2.0 L,Бензин,200,
SEAT,Altea,2004–2015,,2.0 L,Бензин,150,
SEAT,Altea XL,2006–2015,,2.0 L,Бензин,150,
SEAT,Exeo,2008–2013,,2.0 L,Бензин,200,
SEAT,Mii,2011–2021,,1.0 L,Бензин,75,
SEAT,Ateca,2016–н.в.,,1.5 L,Бензин,150,
SEAT,Arona,2017–н.в.,,1.0 L,Бензин,110,
SEAT,Tarraco,2018–2023,,2.0 L,Бензин,190,
Simca,1000,1961–1978,,1.0 L,Бензин,55,
Simca,1100,1967–1982,,1.3 L,Бензин,75,
Simca,Chrysler 1307/1308,1975–1986,,1.6 L,Бензин,90,
Simca,Rancho,1977–1984,,1.4 L,Бензин,72,
Simca,Horizon,1978–1986,,1.6 L,Бензин,90,
Škoda,1000 MB,1964–1969,,1.0 L,Бензин,42,
Škoda,110 R,1970–1980,,1.1 L,Бензин,62,
Škoda,Estelle (105/120),1976–1990,,1.2 L,Бензин,55,
Škoda,Favorit,1987–1995,,1.3 L,Бензин,68,
Škoda,Felicia,1994–2001,,1.6 L,Бензин,105,
Škoda,Octavia I,1996–2004,1U,2.0 L,Бензин,150,
Škoda,Octavia II,2004–2013,1Z,2.0 L,Бензин,200,
